timestamp,temperature,temp_feel,pressure,humidity,wind_speed,description,type,resource
2014-07-31 11:58:35.445695068+00:00,5.327777777777779,4.1499999999999995,1015.92,0.95,5.892600000000001,partly cloudy,rain,test_sarima_daily
2014-08-01 11:58:37.006695068+00:00,11.688888888888888,11.688888888888888,1005.45,0.8,11.3183,overcast,rain,test_sarima_daily
2014-08-02 11:58:28.578695068+00:00,4.466666666666666,1.277777777777776,1013.9,0.92,13.9748,overcast,rain,test_sarima_daily
2014-08-03 11:58:37.363695068+00:00,3.800000000000002,2.2888888888888874,1017.32,0.82,6.2146,partly cloudy,rain,test_sarima_daily
2014-08-04 11:58:35.321695068+00:00,6.016666666666666,4.783333333333333,1018.39,0.74,6.4078,clear,rain,test_sarima_daily
2014-11-26 11:58:28.273695068+00:00,21.016666666666666,21.016666666666666,1012.02,0.87,3.22,partly cloudy,rain,test_sarima_daily
2014-12-05 11:58:33.179695068+00:00,15.56111111111111,15.56111111111111,1011.53,0.92,3.3327,partly cloudy,rain,test_sarima_daily
2014-12-06 11:58:34.742695068+00:00,17.25,17.25,1008.16,0.89,10.5294,overcast,rain,test_sarima_daily
2014-12-07 11:58:35.602695068+00:00,15.694444444444445,15.694444444444445,1009.79,0.83,6.5044,mostly cloudy,rain,test_sarima_daily
2014-12-08 11:58:36.381695068+00:00,16.733333333333334,16.733333333333334,1007.28,0.93,6.0053,mostly cloudy,rain,test_sarima_daily
2014-12-09 11:58:36.765695068+00:00,16.666666666666668,16.666666666666668,1010.49,0.97,6.1824,overcast,rain,test_sarima_daily
2014-12-10 11:58:31.200695068+00:00,17.711111111111112,17.711111111111112,1013.41,0.84,12.9444,mostly cloudy,rain,test_sarima_daily
2014-12-11 11:58:36.763695068+00:00,15.072222222222225,15.072222222222225,1015.99,0.93,2.2862,partly cloudy,rain,test_sarima_daily
2014-12-12 11:58:35.526695068+00:00,19.35555555555556,19.35555555555556,1012.6,0.74,11.0124,partly cloudy,rain,test_sarima_daily
2014-12-13 11:58:37.307695068+00:00,21.550000000000004,21.550000000000004,1012.66,0.81,6.391700000000001,clear,rain,test_sarima_daily
2014-12-14 11:58:30.857695068+00:00,22.600000000000005,22.600000000000005,1015.69,0.77,6.0536,partly cloudy,rain,test_sarima_daily
2014-11-27 11:58:37.051695068+00:00,20.416666666666668,20.416666666666668,1008.14,0.84,23.860200000000003,mostly cloudy,rain,test_sarima_daily
2014-12-15 11:58:36.402695068+00:00,21.088888888888885,21.088888888888885,1017.18,0.9,3.1878,partly cloudy,rain,test_sarima_daily
2014-12-16 11:58:31.961695068+00:00,21.966666666666672,21.966666666666672,1015.64,0.72,30.8315,breezy and partly cloudy,rain,test_sarima_daily
2014-12-17 11:58:33.196695068+00:00,15.055555555555555,15.055555555555555,1016.27,0.87,6.9391,clear,rain,test_sarima_daily
2014-12-18 11:58:37.028695068+00:00,15.02777777777778,15.02777777777778,1016.11,0.92,3.719100000000001,partly cloudy,rain,test_sarima_daily
2014-12-19 11:58:30.299695068+00:00,13.900000000000002,13.900000000000002,1016.4,0.92,3.3649,partly cloudy,rain,test_sarima_daily
2014-12-20 11:58:31.065695068+00:00,17.061111111111114,17.061111111111114,1011.78,0.71,10.6582,partly cloudy,rain,test_sarima_daily
2014-12-21 11:58:30.939695068+00:00,16.06666666666667,16.06666666666667,1010.12,0.87,6.5044,mostly cloudy,rain,test_sarima_daily
2014-12-22 11:58:34.075695068+00:00,14.07222222222222,14.07222222222222,1010.82,0.85,6.2468,partly cloudy,rain,test_sarima_daily
2014-12-23 11:58:32.415695068+00:00,16.666666666666668,16.666666666666668,1010.67,0.78,3.4615,mostly cloudy,rain,test_sarima_daily
2014-12-24 11:58:29.623695068+00:00,13.872222222222222,13.872222222222222,1007.98,0.93,3.4776,clear,rain,test_sarima_daily
2014-11-28 11:58:31.121695068+00:00,17.13888888888889,17.13888888888889,1009.64,0.87,6.44,partly cloudy,rain,test_sarima_daily
2014-12-25 11:58:29.185695068+00:00,11.644444444444446,11.644444444444446,1009.1,0.95,3.3327,overcast,rain,test_sarima_daily
2014-12-26 11:58:28.987695068+00:00,12.22222222222222,12.22222222222222,1015.16,0.86,11.511500000000002,mostly cloudy,rain,test_sarima_daily
2014-11-29 11:58:29.675695068+00:00,19.4,19.4,1000.81,0.97,10.8192,mostly cloudy,rain,test_sarima_daily
2014-11-30 11:58:34.463695068+00:00,16.461111111111112,16.461111111111112,1008.74,0.97,2.9463000000000004,mostly cloudy,rain,test_sarima_daily
2014-12-01 11:58:32.455695068+00:00,13.988888888888887,13.988888888888887,0.0,0.92,9.7405,clear,rain,test_sarima_daily
2014-12-02 11:58:36.076695068+00:00,15.144444444444442,15.144444444444442,1009.8,0.95,3.1556,partly cloudy,rain,test_sarima_daily
2014-12-03 11:58:34.659695068+00:00,16.688888888888886,16.688888888888886,1004.25,0.97,3.4776,mostly cloudy,rain,test_sarima_daily
2014-12-04 11:58:27.923695068+00:00,15.072222222222225,15.072222222222225,1008.0,0.93,6.327300000000001,partly cloudy,rain,test_sarima_daily
2015-03-28 12:58:30.432695068+00:00,6.572222222222221,5.416666666666667,1038.06,0.93,6.44,overcast,rain,test_sarima_daily
2015-04-06 12:58:32.946695068+00:00,9.044444444444444,6.199999999999998,1015.83,0.83,19.8674,overcast,rain,test_sarima_daily
2015-04-07 12:58:34.690695068+00:00,1.872222222222221,-0.1499999999999997,1033.2,0.91,6.8264000000000005,clear,rain,test_sarima_daily
2015-04-08 12:58:32.473695068+00:00,2.372222222222224,2.372222222222224,1029.02,0.96,2.5438,foggy,rain,test_sarima_daily
2015-04-09 12:58:30.262695068+00:00,0.5333333333333338,-3.566666666666668,1030.9,0.96,14.0875,foggy,rain,test_sarima_daily
2015-04-10 12:58:28.131695068+00:00,-0.0722222222222216,-3.638888888888889,1036.29,1.0,11.0285,foggy,snow,test_sarima_daily
2015-04-11 12:58:30.980695068+00:00,-1.0888888888888897,-1.0888888888888897,1037.09,0.96,3.2683,foggy,snow,test_sarima_daily
2015-04-12 12:58:30.019695068+00:00,-1.183333333333333,-1.183333333333333,1034.23,0.96,3.22,foggy,snow,test_sarima_daily
2015-04-13 12:58:32.031695068+00:00,-1.6222222222222231,-1.6222222222222231,1029.69,1.0,3.22,foggy,snow,test_sarima_daily
2015-04-14 12:58:37.574695068+00:00,1.1111111111111112,1.1111111111111112,1025.94,0.96,3.22,foggy,rain,test_sarima_daily
2015-04-15 12:58:32.212695068+00:00,3.2888888888888896,-1.938888888888888,1023.64,0.82,27.6276,overcast,rain,test_sarima_daily
2015-03-29 12:58:35.640695068+00:00,6.111111111111111,6.111111111111111,1034.7,0.96,3.4937,overcast,rain,test_sarima_daily
2015-04-16 12:58:32.213695068+00:00,1.6888888888888884,-2.6888888888888887,1028.51,0.88,17.259200000000003,overcast,rain,test_sarima_daily
2015-04-17 12:58:35.425695068+00:00,-0.4388888888888884,-2.616666666666667,1032.22,0.92,6.262900000000001,overcast,snow,test_sarima_daily
2015-04-18 12:58:33.716695068+00:00,0.6277777777777792,-1.533333333333334,1041.05,0.92,6.6654,overcast,rain,test_sarima_daily
2015-04-19 12:58:34.410695068+00:00,-1.2722222222222217,-5.1499999999999995,1041.59,0.92,11.27,clear,snow,test_sarima_daily
2015-04-20 12:58:34.080695068+00:00,1.6944444444444429,1.6944444444444429,1040.81,0.94,1.8515,foggy,rain,test_sarima_daily
2015-04-21 12:58:29.431695068+00:00,2.2499999999999982,0.4166666666666667,1032.9,0.82,6.44,overcast,rain,test_sarima_daily
2015-04-22 12:58:35.838695068+00:00,0.7444444444444464,0.7444444444444464,1034.12,0.93,4.1699,foggy,rain,test_sarima_daily
2015-04-23 12:58:33.885695068+00:00,-5.844444444444444,-9.088888888888889,1039.67,0.92,6.7942,clear,snow,test_sarima_daily
2015-04-24 12:58:34.427695068+00:00,-5.0,-7.9,1034.7,0.96,6.3112,foggy,snow,test_sarima_daily
2015-04-25 12:58:30.936695068+00:00,-4.305555555555555,-4.305555555555555,1027.06,0.96,3.3005,foggy,snow,test_sarima_daily
2015-03-30 12:58:29.680695068+00:00,-2.1333333333333333,-2.1333333333333333,1028.01,1.0,0.0,foggy,snow,test_sarima_daily
2015-04-26 12:58:30.256695068+00:00,-3.3500000000000005,-5.877777777777776,1036.9,0.96,6.0536,foggy,snow,test_sarima_daily
2015-04-27 12:58:32.210695068+00:00,-3.355555555555555,-7.538888888888888,1036.82,0.88,10.835300000000002,clear,snow,test_sarima_daily
2015-03-31 12:58:35.366695068+00:00,4.555555555555557,0.8666666666666679,1019.13,0.85,17.388,overcast,rain,test_sarima_daily
2015-04-01 12:58:37.368695068+00:00,7.122222222222222,7.122222222222222,1015.59,0.92,2.5760000000000005,overcast,rain,test_sarima_daily
2015-04-02 12:58:36.043695068+00:00,4.883333333333333,2.3277777777777766,1019.46,1.0,11.0124,foggy,rain,test_sarima_daily
2015-04-03 12:58:36.253695068+00:00,6.577777777777779,3.866666666666667,1016.47,0.87,13.9587,clear,rain,test_sarima_daily
2015-04-04 12:58:33.299695068+00:00,5.088888888888887,2.4833333333333325,1017.16,0.93,11.4471,partly cloudy,rain,test_sarima_daily
2015-04-05 12:58:32.999695068+00:00,7.244444444444444,4.655555555555557,1014.93,0.86,14.1358,partly cloudy,rain,test_sarima_daily
2014-05-29 12:58:29.463695068+00:00,-2.144444444444444,-6.199999999999999,1025.18,0.86,11.27,overcast,snow,test_sarima_daily
2014-06-07 12:58:32.274695068+00:00,-2.783333333333334,-5.338888888888889,1009.46,0.96,6.3112,foggy,snow,test_sarima_daily
2014-06-08 12:58:35.375695068+00:00,-1.4999999999999996,-3.816666666666668,1014.9,1.0,6.1985,foggy,snow,test_sarima_daily
2014-06-09 12:58:36.021695068+00:00,-4.261111111111112,-7.188888888888889,1022.67,0.91,6.6332,clear,snow,test_sarima_daily
2014-06-10 12:58:33.171695068+00:00,-2.783333333333334,-6.944444444444445,1022.77,0.78,11.1734,partly cloudy,snow,test_sarima_daily
2014-06-11 12:58:28.599695068+00:00,-3.711111111111111,-3.711111111111111,1024.12,0.88,3.5581,mostly cloudy,snow,test_sarima_daily
2014-06-12 12:58:36.282695068+00:00,-2.244444444444444,-2.244444444444444,1024.64,0.92,3.3488,mostly cloudy,snow,test_sarima_daily
2014-06-13 12:58:32.843695068+00:00,0.0222222222222217,-4.766666666666666,1012.13,0.86,17.243100000000002,overcast,rain,test_sarima_daily
2014-06-14 12:58:36.032695068+00:00,2.8611111111111103,-0.0166666666666672,1000.5,0.96,10.577700000000002,foggy,rain,test_sarima_daily
2014-06-15 12:58:32.548695068+00:00,0.6666666666666683,-1.3999999999999997,1007.58,0.96,6.423900000000001,mostly cloudy,rain,test_sarima_daily
2014-06-16 12:58:34.595695068+00:00,2.683333333333332,0.9777777777777766,1011.08,0.83,6.279,partly cloudy,rain,test_sarima_daily
2014-05-30 12:58:37.322695068+00:00,-2.383333333333333,-4.933333333333333,1023.5,0.88,6.44,overcast,snow,test_sarima_daily
2014-06-17 12:58:37.129695068+00:00,4.561111111111112,1.3666666666666671,1011.98,0.82,14.1358,clear,rain,test_sarima_daily
2014-06-18 12:58:31.123695068+00:00,5.622222222222221,4.249999999999999,1011.13,0.89,6.6493,mostly cloudy,rain,test_sarima_daily
2014-06-19 12:58:31.674695068+00:00,6.061111111111109,3.822222222222224,1014.25,0.93,10.5938,overcast,rain,test_sarima_daily
2014-06-20 12:58:30.030695068+00:00,0.6444444444444426,-1.4944444444444451,1021.32,0.85,6.601,mostly cloudy,rain,test_sarima_daily
2014-06-21 12:58:28.712695068+00:00,1.1055555555555567,-3.944444444444445,1018.8,0.92,20.865600000000004,overcast,rain,test_sarima_daily
2014-06-22 12:58:35.456695068+00:00,3.2611111111111097,-0.944444444444444,1013.55,0.91,18.7887,overcast,rain,test_sarima_daily
2014-06-23 12:58:35.529695068+00:00,0.5777777777777773,0.5777777777777773,1011.22,0.96,3.0429,overcast,rain,test_sarima_daily
2014-06-24 12:58:30.865695068+00:00,-1.7388888888888885,-6.950000000000001,1011.24,0.85,17.2109,overcast,snow,test_sarima_daily
2014-06-25 12:58:33.985695068+00:00,-4.038888888888888,-4.038888888888888,0.0,0.92,4.83,clear,snow,test_sarima_daily
2014-05-31 12:58:32.531695068+00:00,-4.861111111111111,-7.655555555555556,1020.33,0.92,6.1341,overcast,snow,test_sarima_daily
2014-06-01 12:58:30.101695068+00:00,-3.4000000000000004,-6.188888888888889,1020.25,0.81,6.6332,overcast,snow,test_sarima_daily
2014-06-02 12:58:36.002695068+00:00,-3.888888888888889,-6.699999999999999,1025.73,0.92,6.5044,foggy,snow,test_sarima_daily
2014-06-03 12:58:29.825695068+00:00,-8.77222222222222,-14.02777777777778,1027.09,0.76,10.7709,partly cloudy,snow,test_sarima_daily
2014-06-04 12:58:28.077695068+00:00,-11.083333333333334,-14.755555555555553,1028.77,0.8,6.021400000000001,clear,snow,test_sarima_daily
2014-06-05 12:58:36.368695068+00:00,-4.333333333333333,-10.683333333333334,1015.95,0.83,19.9962,overcast,snow,test_sarima_daily
2014-06-06 12:58:29.813695068+00:00,-1.5777777777777775,-5.438888888888888,1007.29,0.82,10.980200000000002,overcast,snow,test_sarima_daily
2014-04-28 12:58:34.894695068+00:00,0.5777777777777773,-4.05,1016.66,0.89,17.114300000000004,partly cloudy,rain,test_sarima_daily
2014-05-07 12:58:35.951695068+00:00,-1.2055555555555566,-1.2055555555555566,1033.17,0.85,3.0751,mostly cloudy,snow,test_sarima_daily
2014-05-08 12:58:32.223695068+00:00,-2.8888888888888884,-2.8888888888888884,1032.65,0.92,3.3166,partly cloudy,snow,test_sarima_daily
2014-05-09 12:58:36.847695068+00:00,-1.5722222222222213,-1.5722222222222213,1033.01,0.96,3.1717,mostly cloudy,snow,test_sarima_daily
2014-05-10 12:58:28.082695068+00:00,-0.5777777777777773,-0.5777777777777773,1037.15,0.92,3.2844,foggy,snow,test_sarima_daily
2014-05-11 12:58:30.288695068+00:00,-0.1166666666666671,-2.3888888888888893,1036.66,0.92,6.6332,foggy,snow,test_sarima_daily
2014-05-12 12:58:37.602695068+00:00,-4.3277777777777775,-7.322222222222223,1037.94,0.96,6.7781,clear,snow,test_sarima_daily
2014-05-13 12:58:34.010695068+00:00,-3.2888888888888896,-5.683333333333334,1034.44,0.85,5.7799000000000005,overcast,snow,test_sarima_daily
2014-05-14 12:58:30.064695068+00:00,-4.3277777777777775,-4.3277777777777775,1029.39,0.87,3.5420000000000007,overcast,snow,test_sarima_daily
2014-05-15 12:58:33.218695068+00:00,-2.2222222222222223,-7.566666666666667,1016.09,0.88,17.243100000000002,overcast,snow,test_sarima_daily
2014-05-16 12:58:29.914695068+00:00,0.6944444444444444,-2.855555555555556,1008.43,0.91,11.6242,clear,rain,test_sarima_daily
2014-04-29 12:58:28.310695068+00:00,5.422222222222221,2.494444444444446,1009.6,0.86,13.6689,overcast,rain,test_sarima_daily
2014-05-17 12:58:28.116695068+00:00,-5.444444444444445,-8.616666666666667,1027.55,0.84,6.7781,clear,snow,test_sarima_daily
2014-05-18 12:58:33.406695068+00:00,-1.1111111111111112,-4.905555555555555,1023.01,0.86,11.0768,mostly cloudy,snow,test_sarima_daily
2014-05-19 12:58:36.707695068+00:00,0.5666666666666684,0.5666666666666684,1020.35,0.92,3.815700000000001,overcast,rain,test_sarima_daily
2014-05-20 12:58:36.055695068+00:00,-11.533333333333331,-21.71666666666667,1031.31,0.65,31.5721,breezy and overcast,snow,test_sarima_daily
2014-05-21 12:58:34.604695068+00:00,-11.233333333333333,-17.077777777777776,1042.89,0.76,11.0607,partly cloudy,snow,test_sarima_daily
2014-05-22 12:58:30.746695068+00:00,-12.422222222222222,-12.422222222222222,1041.46,0.87,3.22,clear,snow,test_sarima_daily
2014-05-23 12:58:31.676695068+00:00,-10.183333333333332,-15.711111111111112,1028.13,0.84,10.7387,clear,snow,test_sarima_daily
2014-05-24 12:58:36.046695068+00:00,-9.627777777777776,-13.183333333333334,1030.67,0.84,6.2146,partly cloudy,snow,test_sarima_daily
2014-05-25 12:58:34.739695068+00:00,-7.916666666666667,-7.916666666666667,1032.16,0.84,3.1878,partly cloudy,snow,test_sarima_daily
2014-05-26 12:58:32.288695068+00:00,-0.6277777777777772,-0.6277777777777772,1031.53,0.75,3.3166,overcast,snow,test_sarima_daily
2014-04-30 12:58:37.309695068+00:00,1.6944444444444429,-3.1166666666666663,1015.66,0.92,20.2216,overcast,rain,test_sarima_daily
2014-05-27 12:58:32.945695068+00:00,-0.7333333333333335,-4.411111111111111,1032.17,0.75,10.9158,overcast,snow,test_sarima_daily
2014-05-28 12:58:37.492695068+00:00,-0.0666666666666672,-0.0666666666666672,1025.6,0.89,3.6708,overcast,snow,test_sarima_daily
2014-05-01 12:58:28.560695068+00:00,2.2000000000000006,2.2000000000000006,1024.44,0.89,3.6386,overcast,rain,test_sarima_daily
2014-05-02 12:58:31.270695068+00:00,1.6666666666666667,-2.738888888888889,1023.1,0.92,17.388,overcast,rain,test_sarima_daily
2014-05-03 12:58:33.749695068+00:00,1.8055555555555556,1.8055555555555556,1020.35,0.99,4.8139,foggy,rain,test_sarima_daily
2014-05-04 12:58:28.722695068+00:00,2.7333333333333343,1.0166666666666655,1026.17,0.96,6.3434,overcast,rain,test_sarima_daily
2014-05-05 12:58:30.987695068+00:00,-0.0444444444444434,-0.0444444444444434,1033.65,0.96,3.703,overcast,snow,test_sarima_daily
2014-05-06 12:58:34.751695068+00:00,-4.933333333333333,-7.811111111111111,1036.26,0.96,6.295100000000001,clear,snow,test_sarima_daily
2014-10-26 11:58:31.840695068+00:00,17.77777777777778,17.77777777777778,1019.51,0.9,10.835300000000002,mostly cloudy,rain,test_sarima_daily
2014-11-04 11:58:28.976695068+00:00,16.71666666666667,16.71666666666667,1019.62,0.93,6.1502,partly cloudy,rain,test_sarima_daily
2014-11-05 11:58:32.951695068+00:00,19.422222222222217,19.422222222222217,1022.62,0.9,3.1717,partly cloudy,rain,test_sarima_daily
2014-11-06 11:58:29.607695068+00:00,19.444444444444443,19.444444444444443,1020.92,0.87,3.22,partly cloudy,rain,test_sarima_daily
2014-11-07 11:58:31.807695068+00:00,20.416666666666668,20.416666666666668,1018.86,0.74,13.5562,partly cloudy,rain,test_sarima_daily
2014-11-08 11:58:36.666695068+00:00,18.916666666666668,18.916666666666668,1017.34,0.93,2.8658,partly cloudy,rain,test_sarima_daily
2014-11-09 11:58:32.278695068+00:00,20.04444444444444,20.04444444444444,1017.48,0.81,3.3166,partly cloudy,rain,test_sarima_daily
2014-11-10 11:58:31.679695068+00:00,19.283333333333328,19.283333333333328,1021.97,0.53,3.1395,mostly cloudy,rain,test_sarima_daily
2014-11-11 11:58:35.020695068+00:00,17.577777777777776,17.577777777777776,1023.54,0.56,2.9624,mostly cloudy,rain,test_sarima_daily
2014-11-12 11:58:29.653695068+00:00,14.400000000000002,14.400000000000002,1023.23,0.83,6.1502,clear,rain,test_sarima_daily
2014-11-13 11:58:33.356695068+00:00,16.333333333333332,16.333333333333332,1022.1,0.8,3.0751,clear,rain,test_sarima_daily
2014-10-27 11:58:35.269695068+00:00,18.311111111111103,18.311111111111103,1018.45,0.96,6.9069,mostly cloudy,rain,test_sarima_daily
2014-11-14 11:58:30.405695068+00:00,20.12777777777778,20.12777777777778,0.0,0.72,3.3488,clear,rain,test_sarima_daily
2014-11-15 11:58:35.519695068+00:00,19.494444444444447,19.494444444444447,1020.8,0.84,1.61,clear,rain,test_sarima_daily
2014-11-16 11:58:31.500695068+00:00,22.666666666666668,22.666666666666668,1018.61,0.79,3.22,clear,rain,test_sarima_daily
2014-11-17 11:58:29.573695068+00:00,20.666666666666668,20.666666666666668,1016.7,0.83,6.230700000000001,overcast,rain,test_sarima_daily
2014-11-18 11:58:28.189695068+00:00,21.116666666666667,21.116666666666667,1017.2,0.92,3.22,partly cloudy,rain,test_sarima_daily
2014-11-19 11:58:32.655695068+00:00,20.46111111111111,20.46111111111111,1018.02,0.9,6.2468,clear,rain,test_sarima_daily
2014-11-20 11:58:34.543695068+00:00,21.666666666666668,21.666666666666668,1016.91,0.87,3.3005,clear,rain,test_sarima_daily
2014-11-21 11:58:37.365695068+00:00,21.71111111111111,21.71111111111111,1016.42,0.87,3.22,partly cloudy,rain,test_sarima_daily
2014-11-22 11:58:29.532695068+00:00,22.666666666666668,22.666666666666668,1013.63,0.9,3.0429,mostly cloudy,rain,test_sarima_daily
2014-11-23 11:58:31.858695068+00:00,22.15555555555555,22.15555555555555,1009.5,0.81,3.22,partly cloudy,rain,test_sarima_daily
2014-10-28 11:58:29.901695068+00:00,18.86666666666666,18.86666666666666,1019.72,0.97,6.6332,mostly cloudy,rain,test_sarima_daily
2014-11-24 11:58:29.076695068+00:00,19.327777777777783,19.327777777777783,1008.33,0.91,10.4006,mostly cloudy,rain,test_sarima_daily
2014-11-25 11:58:32.826695068+00:00,20.99444444444445,20.99444444444445,1012.74,0.9,6.2146,partly cloudy,rain,test_sarima_daily
2014-10-29 11:58:35.414695068+00:00,16.67222222222222,16.67222222222222,1021.12,0.97,2.8336,partly cloudy,rain,test_sarima_daily
2014-10-30 11:58:37.604695068+00:00,15.622222222222222,15.622222222222222,1022.81,0.93,0.0,partly cloudy,rain,test_sarima_daily
2014-10-31 11:58:36.843695068+00:00,16.6,16.6,1023.21,0.9,0.0,clear,rain,test_sarima_daily
2014-11-01 11:58:34.495695068+00:00,19.261111111111113,19.261111111111113,1019.59,0.75,3.1073,clear,rain,test_sarima_daily
2014-11-02 11:58:29.166695068+00:00,21.46111111111111,21.46111111111111,1015.5,0.66,10.577700000000002,clear,rain,test_sarima_daily
2014-11-03 11:58:29.598695068+00:00,17.38888888888889,17.38888888888889,1017.41,0.89,3.2039,partly cloudy,rain,test_sarima_daily
2014-09-26 11:58:30.890695068+00:00,7.277777777777778,6.133333333333333,1016.04,0.86,6.7620000000000005,partly cloudy,rain,test_sarima_daily
2014-10-05 11:58:29.017695068+00:00,10.75,10.75,1020.81,0.92,3.2361,mostly cloudy,rain,test_sarima_daily
2014-10-06 11:58:29.423695068+00:00,8.93888888888889,8.13888888888889,1022.61,0.96,6.488300000000001,mostly cloudy,rain,test_sarima_daily
2014-10-07 11:58:30.230695068+00:00,12.783333333333331,12.783333333333331,1027.84,0.96,3.22,partly cloudy,rain,test_sarima_daily
2014-10-08 11:58:33.440695068+00:00,15.050000000000002,15.050000000000002,1023.53,0.9,6.295100000000001,mostly cloudy,rain,test_sarima_daily
2014-10-09 11:58:29.764695068+00:00,12.783333333333331,12.783333333333331,1020.03,0.86,3.3649,partly cloudy,rain,test_sarima_daily
2014-10-10 11:58:27.940695068+00:00,14.422222222222224,14.422222222222224,1017.7,0.8,10.3362,mostly cloudy,rain,test_sarima_daily
2014-10-11 11:58:28.879695068+00:00,15.627777777777778,15.627777777777778,1018.79,0.87,0.0,partly cloudy,rain,test_sarima_daily
2014-10-12 11:58:29.202695068+00:00,17.244444444444444,17.244444444444444,1017.69,0.87,3.0751,partly cloudy,rain,test_sarima_daily
2014-10-13 11:58:37.142695068+00:00,20.561111111111114,20.561111111111114,1016.7,0.84,3.6064000000000007,partly cloudy,rain,test_sarima_daily
2014-10-14 11:58:29.545695068+00:00,19.466666666666672,19.466666666666672,1017.7,0.93,3.22,partly cloudy,rain,test_sarima_daily
2014-09-27 11:58:35.666695068+00:00,13.194444444444445,13.194444444444445,1016.19,0.65,17.066,overcast,rain,test_sarima_daily
2014-10-15 11:58:33.227695068+00:00,21.555555555555557,21.555555555555557,1015.19,0.9,3.1717,clear,rain,test_sarima_daily
2014-10-16 11:58:34.771695068+00:00,19.488888888888887,19.488888888888887,1016.89,0.9,6.3434,clear,rain,test_sarima_daily
2014-10-17 11:58:35.897695068+00:00,22.28888888888889,22.28888888888889,1014.78,0.79,11.0607,mostly cloudy,rain,test_sarima_daily
2014-10-18 11:58:29.628695068+00:00,19.555555555555557,19.555555555555557,1013.58,0.84,6.1985,partly cloudy,rain,test_sarima_daily
2014-10-19 11:58:28.092695068+00:00,18.911111111111115,18.911111111111115,1015.76,0.97,11.0446,overcast,rain,test_sarima_daily
